Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
1584022,1,5/3/2019,5/6/2019,1745076,55,1693,6,USD
1584023,1,5/3/2019,5/6/2019,945870,39,104,6,GBP
1584024,1,5/3/2019,5/6/2019,1509978,43,1420,2,USD
1584025,1,5/3/2019,5/6/2019,519726,24,1678,5,EUR
1584026,1,5/3/2019,5/6/2019,211809,0,1726,2,CAD
1584027,1,5/3/2019,5/9/2019,505034,27,1564,7,EUR
1585000,1,5/4/2019,5/9/2019,491289,0,47,2,EUR
1585002,1,5/4/2019,5/7/2019,1720025,55,1532,9,USD
1585003,1,5/4/2019,5/7/2019,444252,26,1452,2,EUR
1585005,1,5/4/2019,5/7/2019,1417693,54,1515,2,USD
1585006,1,5/4/2019,5/7/2019,1811434,61,78,3,USD
1585007,1,5/4/2019,5/7/2019,1310468,0,379,1,USD
1585008,1,5/4/2019,5/9/2019,343095,8,1256,4,CAD
1585009,1,5/4/2019,5/9/2019,1833178,45,120,8,USD
1585010,1,5/4/2019,5/9/2019,2059385,66,462,1,USD
1585011,1,5/4/2019,5/9/2019,755845,29,1046,2,EUR
1585012,1,5/4/2019,5/9/2019,956943,37,1614,4,GBP
1585013,1,5/4/2019,5/9/2019,311575,8,1585,4,CAD
1585014,1,5/4/2019,5/9/2019,1629676,65,1807,4,USD
1585015,1,5/4/2019,5/9/2019,1104581,39,1408,1,GBP
1585016,1,5/4/2019,5/9/2019,497370,22,359,6,EUR
1585017,1,5/4/2019,5/9/2019,1709993,55,1444,8,USD
1585018,1,5/4/2019,5/9/2019,2076403,43,727,9,USD
1585019,1,5/4/2019,5/9/2019,978532,42,157,3,GBP
1585020,1,5/4/2019,5/9/2019,1355146,61,1484,2,USD
1585021,1,5/4/2019,5/9/2019,408328,24,146,1,EUR
1585022,1,5/4/2019,5/9/2019,1242320,50,589,1,USD
1585023,1,5/4/2019,5/9/2019,557814,19,421,1,EUR
1585024,1,5/4/2019,5/9/2019,741037,30,1341,2,EUR
1585025,1,5/4/2019,5/9/2019,1235364,54,634,2,USD
1585028,1,5/4/2019,5/9/2019,1063572,37,1623,7,GBP
1585029,1,5/4/2019,5/9/2019,654459,15,1658,2,EUR
1585030,1,5/4/2019,5/9/2019,428186,0,112,2,EUR
1585031,1,5/4/2019,5/11/2019,1012443,39,497,4,GBP
1585032,1,5/4/2019,5/11/2019,1792421,0,1679,2,USD
1585033,1,5/4/2019,5/6/2019,921825,39,1055,2,GBP
1585034,1,5/4/2019,5/6/2019,357376,9,75,4,CAD
1585035,1,5/4/2019,5/6/2019,1171135,36,1917,9,GBP
1585036,1,5/4/2019,5/6/2019,735424,29,1012,3,EUR
1585037,1,5/4/2019,5/6/2019,1336583,43,523,1,USD
1585038,1,5/4/2019,5/6/2019,1739377,0,1706,7,USD
1585039,1,5/4/2019,5/7/2019,1411618,50,1028,2,USD
1585040,1,5/4/2019,5/7/2019,192425,4,1682,4,AUD
1585041,1,5/4/2019,5/7/2019,468466,20,1247,3,EUR
1585042,1,5/4/2019,5/7/2019,1247524,0,1514,2,USD
1585043,1,5/4/2019,5/12/2019,1852635,44,48,2,USD
1585045,1,5/4/2019,5/12/2019,1775819,44,1588,1,USD
1585046,1,5/4/2019,5/12/2019,329514,9,1266,5,CAD
1586001,1,5/5/2019,5/12/2019,58710,6,67,2,AUD
1586002,1,5/5/2019,5/12/2019,440119,22,1550,1,EUR
1586003,1,5/5/2019,5/12/2019,1289490,59,66,2,USD
1587000,1,5/6/2019,5/12/2019,1540227,47,423,1,USD
1587001,1,5/6/2019,5/12/2019,517558,22,1774,1,EUR
1587002,1,5/6/2019,5/12/2019,389462,10,1701,6,CAD
1587003,1,5/6/2019,5/12/2019,2792,5,1717,1,AUD
1587004,1,5/6/2019,5/12/2019,1271984,51,645,8,USD
1587005,1,5/6/2019,5/12/2019,1717637,65,1711,1,USD
1587006,1,5/6/2019,5/12/2019,1028420,36,1293,6,GBP
1587008,1,5/6/2019,5/12/2019,1232128,55,57,2,USD
1587009,1,5/6/2019,5/12/2019,1939795,43,1691,5,USD
1587010,1,5/6/2019,5/12/2019,1189849,39,1684,6,GBP
1587011,1,5/6/2019,5/12/2019,300324,8,1695,1,CAD
1587012,1,5/6/2019,5/12/2019,1933265,43,1582,3,USD
1587013,1,5/6/2019,5/12/2019,1736614,59,190,4,USD
1587014,1,5/6/2019,5/12/2019,1417165,50,670,3,USD
1587016,1,5/6/2019,5/12/2019,1429300,48,1403,4,USD
1587017,1,5/6/2019,5/12/2019,1835626,57,2102,2,USD
1587018,1,5/6/2019,5/12/2019,921384,0,59,2,GBP
1587019,1,5/6/2019,5/12/2019,1633676,61,1700,5,USD
1587020,1,5/6/2019,5/12/2019,793867,29,438,7,EUR
1587021,1,5/6/2019,5/12/2019,1447016,44,1996,3,USD
1588001,1,5/7/2019,5/12/2019,1521733,45,1811,1,USD
1588002,1,5/7/2019,5/12/2019,1230071,43,1650,4,USD
1588003,1,5/7/2019,5/12/2019,938709,0,2500,3,GBP
1588005,1,5/7/2019,5/9/2019,456691,27,596,2,EUR
1588006,1,5/7/2019,5/9/2019,1327821,0,1685,2,USD
1588007,1,5/7/2019,5/10/2019,826782,34,1056,2,EUR
1588008,1,5/7/2019,5/10/2019,1075880,36,585,5,GBP
1588009,1,5/7/2019,5/10/2019,2043646,44,1682,3,USD
1588010,1,5/7/2019,5/10/2019,122533,5,1759,1,AUD
1588011,1,5/7/2019,5/10/2019,1734698,51,177,1,USD
1588012,1,5/7/2019,5/10/2019,1253855,62,2160,1,USD
1588014,1,5/7/2019,5/10/2019,564676,26,446,2,EUR
1588015,1,5/7/2019,5/10/2019,1918788,62,1705,8,USD
1588016,1,5/7/2019,5/10/2019,381459,8,439,1,CAD
1588017,1,5/7/2019,5/10/2019,1929549,57,85,3,USD
1588018,1,5/7/2019,5/10/2019,1759870,47,1145,2,USD
1588019,1,5/7/2019,5/10/2019,574566,24,437,1,EUR
1588020,1,5/7/2019,5/10/2019,900030,0,416,1,GBP
1588021,1,5/7/2019,5/12/2019,1921614,45,1700,1,USD
1588022,1,5/7/2019,5/12/2019,1374605,0,454,2,USD
1588023,1,5/7/2019,5/12/2019,1087841,36,676,1,GBP
1588024,1,5/7/2019,5/12/2019,1974792,66,428,2,USD
1588025,1,5/7/2019,5/12/2019,1688411,43,448,1,USD
1588026,1,5/7/2019,5/12/2019,550786,23,1596,3,EUR
1589001,1,5/8/2019,5/12/2019,2083305,66,2501,4,USD
1589002,1,5/8/2019,5/12/2019,1404342,0,180,1,USD
1589003,1,5/8/2019,5/12/2019,1693813,47,1352,1,USD
1589004,1,5/8/2019,5/12/2019,1200465,0,161,1,USD
1589005,1,5/8/2019,5/14/2019,2015045,0,454,2,USD
1589006,1,5/8/2019,5/10/2019,921825,42,1427,7,GBP
1589007,1,5/8/2019,5/10/2019,860985,32,552,1,EUR
1589009,1,5/8/2019,5/10/2019,890474,34,172,3,EUR
1589010,1,5/8/2019,5/10/2019,534614,24,446,4,EUR
1589012,1,5/8/2019,5/10/2019,1638102,62,72,7,USD
1589013,1,5/8/2019,5/10/2019,1242475,59,522,9,USD
1589014,1,5/8/2019,5/10/2019,1308901,47,1583,1,USD
1589015,1,5/8/2019,5/10/2019,466309,22,1552,2,EUR
1589017,1,5/8/2019,5/10/2019,252545,9,1410,7,CAD
1589018,1,5/8/2019,5/10/2019,1428088,0,99,6,USD
1589020,1,5/8/2019,5/11/2019,2064706,0,1766,2,USD
1589021,1,5/8/2019,5/14/2019,1124572,40,1615,7,GBP
1589022,1,5/8/2019,5/14/2019,519438,22,78,3,EUR
1589023,1,5/8/2019,5/14/2019,1193732,37,1654,2,GBP
1589025,1,5/8/2019,5/14/2019,1290119,55,422,2,USD
1589026,1,5/8/2019,5/14/2019,844474,31,435,1,EUR
1589027,1,5/8/2019,5/14/2019,443701,27,1647,9,EUR
1589028,1,5/8/2019,5/14/2019,1956301,63,1675,1,USD
1589029,1,5/8/2019,5/14/2019,1956984,66,2478,3,USD
1589030,1,5/8/2019,5/14/2019,1266821,62,1733,6,USD
1589031,1,5/8/2019,5/14/2019,2034922,53,457,6,USD
1589032,1,5/8/2019,5/14/2019,2052752,0,78,3,USD
1589033,1,5/8/2019,5/12/2019,1960099,49,152,7,USD
1589034,1,5/8/2019,5/12/2019,598323,23,46,7,EUR
1589035,1,5/8/2019,5/12/2019,115452,1,1826,4,AUD
1590000,1,5/9/2019,5/12/2019,2064577,50,1710,2,USD
1590001,1,5/9/2019,5/12/2019,1276836,44,1244,2,USD
1590004,1,5/9/2019,5/12/2019,1720405,51,1673,3,USD
1590005,1,5/9/2019,5/12/2019,1693705,66,1636,2,USD
1590006,1,5/9/2019,5/12/2019,927239,38,2507,9,GBP
1590007,1,5/9/2019,5/12/2019,435697,23,417,6,EUR
1590009,1,5/9/2019,5/12/2019,1330188,0,1680,2,USD
1590010,1,5/9/2019,5/14/2019,333848,8,459,1,CAD
1590011,1,5/9/2019,5/14/2019,461163,19,1236,2,EUR
1590012,1,5/9/2019,5/14/2019,418621,19,64,2,EUR
1590013,1,5/9/2019,5/14/2019,1680728,61,1753,6,USD
1590014,1,5/9/2019,5/14/2019,658900,16,1701,6,EUR
1590015,1,5/9/2019,5/14/2019,1920064,51,49,5,USD
1590016,1,5/9/2019,5/14/2019,1430214,45,417,1,USD
1590017,1,5/9/2019,5/14/2019,1693813,0,1074,2,USD
1590018,1,5/9/2019,5/17/2019,1558652,0,1741,3,USD
1590019,1,5/9/2019,5/13/2019,1402836,0,2516,1,USD
1590020,1,5/9/2019,5/12/2019,1378782,53,1704,2,USD
1590021,1,5/9/2019,5/12/2019,1223048,50,1603,3,USD
1590022,1,5/9/2019,5/12/2019,1739377,50,113,5,USD
1590023,1,5/9/2019,5/12/2019,397988,9,1609,3,CAD
1590024,1,5/9/2019,5/12/2019,1284918,63,1635,5,USD
1590026,1,5/9/2019,5/12/2019,2054016,48,924,5,USD
1590027,1,5/9/2019,5/12/2019,647622,12,1576,1,EUR
1590028,1,5/9/2019,5/12/2019,475534,26,416,1,EUR
1590029,1,5/9/2019,5/12/2019,2086639,55,300,6,USD
1590030,1,5/9/2019,5/12/2019,1610011,54,242,10,USD
1590031,1,5/9/2019,5/12/2019,1880784,0,571,1,USD
1590032,1,5/9/2019,5/17/2019,1834499,53,2448,7,USD
1590033,1,5/9/2019,5/17/2019,864479,34,448,1,EUR
1590034,1,5/9/2019,5/17/2019,1425577,43,2494,5,USD
1590035,1,5/9/2019,5/17/2019,980266,40,42,1,GBP
1590036,1,5/9/2019,5/17/2019,1407506,0,1685,1,USD
1590038,1,5/9/2019,5/13/2019,966659,36,1641,3,GBP
1590039,1,5/9/2019,5/13/2019,1464440,0,165,1,USD
1590040,1,5/9/2019,5/16/2019,991685,42,65,1,GBP
1591001,1,5/10/2019,5/16/2019,461982,20,1417,9,EUR
1591002,1,5/10/2019,5/16/2019,467069,26,1774,7,EUR
1591003,1,5/10/2019,5/16/2019,1746184,61,1714,2,USD
1591004,1,5/10/2019,5/16/2019,550432,23,2098,3,EUR
1591005,1,5/10/2019,5/16/2019,1952663,43,161,7,USD
1591006,1,5/10/2019,5/16/2019,1144172,37,1368,6,GBP
1591007,1,5/10/2019,5/16/2019,622786,16,1623,1,EUR
1591010,1,5/10/2019,5/16/2019,1157976,0,2101,1,GBP
1591011,1,5/10/2019,5/13/2019,1208569,63,1613,4,USD
1591012,1,5/10/2019,5/13/2019,522806,27,1433,4,EUR
1591013,1,5/10/2019,5/13/2019,1279867,44,424,6,USD
1591014,1,5/10/2019,5/13/2019,883088,31,1435,3,EUR
1591016,1,5/10/2019,5/13/2019,1501746,57,1702,1,USD
1591017,1,5/10/2019,5/13/2019,1664195,0,1693,1,USD
1591018,1,5/10/2019,5/14/2019,2057844,0,70,2,USD
1591021,1,5/10/2019,5/16/2019,1889240,66,1463,3,USD
1591023,1,5/10/2019,5/16/2019,574109,23,132,1,EUR
1591024,1,5/10/2019,5/16/2019,906832,36,1647,1,GBP
1591025,1,5/10/2019,5/16/2019,1160758,38,1421,6,GBP
1591026,1,5/10/2019,5/16/2019,1116789,42,101,4,GBP
1591027,1,5/10/2019,5/16/2019,690270,16,982,1,EUR
1592000,1,5/11/2019,5/16/2019,1649724,55,1659,4,USD
1592001,1,5/11/2019,5/16/2019,1270478,54,1644,3,USD
1592002,1,5/11/2019,5/16/2019,2038741,0,73,2,USD
1592003,1,5/11/2019,5/17/2019,1986804,50,1108,3,USD
1592004,1,5/11/2019,5/17/2019,1227579,49,1617,5,USD
1592005,1,5/11/2019,5/17/2019,1133712,40,67,8,GBP
1592006,1,5/11/2019,5/17/2019,443529,0,94,3,EUR
1592007,1,5/11/2019,5/14/2019,1337464,53,1445,6,USD
1592010,1,5/11/2019,5/14/2019,1112419,38,2005,2,GBP
1592011,1,5/11/2019,5/14/2019,1577535,53,1274,2,USD
1592012,1,5/11/2019,5/14/2019,748710,30,443,2,EUR
1592013,1,5/11/2019,5/14/2019,1691351,43,1317,6,USD
1592014,1,5/11/2019,5/14/2019,2059385,64,708,2,USD
1592015,1,5/11/2019,5/14/2019,1418988,56,2085,3,USD
1592018,1,5/11/2019,5/14/2019,1651118,51,1262,2,USD
1592019,1,5/11/2019,5/14/2019,1197932,38,486,2,GBP
1592020,1,5/11/2019,5/14/2019,1610211,0,1632,1,USD
1592022,1,5/11/2019,5/16/2019,1951677,0,84,3,USD
1592023,1,5/11/2019,5/14/2019,587501,23,2,3,EUR
1592025,1,5/11/2019,5/14/2019,384911,9,309,1,CAD
1592026,1,5/11/2019,5/14/2019,1576676,59,2494,6,USD
1592027,1,5/11/2019,5/14/2019,816932,34,19,3,EUR
1592028,1,5/11/2019,5/14/2019,1440047,43,651,2,USD
1592029,1,5/11/2019,5/14/2019,1570925,0,2099,1,USD
1592031,1,5/11/2019,5/17/2019,186985,6,439,4,AUD
1592032,1,5/11/2019,5/17/2019,1002741,38,1075,6,GBP
1592033,1,5/11/2019,5/17/2019,833699,0,1137,2,EUR
1592034,1,5/11/2019,5/17/2019,1233674,0,1508,3,USD
1592035,1,5/11/2019,5/16/2019,1389502,45,1706,2,USD
1592036,1,5/11/2019,5/16/2019,992788,40,2510,1,GBP
1592037,1,5/11/2019,5/16/2019,750104,29,432,1,EUR
1592038,1,5/11/2019,5/16/2019,812557,32,1589,5,EUR
1592040,1,5/11/2019,5/16/2019,1482831,66,694,2,USD
1592042,1,5/11/2019,5/16/2019,1988805,47,2173,1,USD
1592043,1,5/11/2019,5/16/2019,2090406,62,2100,3,USD
1592044,1,5/11/2019,5/16/2019,2022243,65,1655,1,USD
1592045,1,5/11/2019,5/16/2019,1686021,64,356,5,USD
1592046,1,5/11/2019,5/16/2019,118271,0,450,1,AUD
1592047,1,5/11/2019,5/16/2019,897008,0,1188,4,EUR
1592049,1,5/11/2019,5/15/2019,1234127,62,79,1,USD
1593000,1,5/12/2019,5/15/2019,1408415,0,1125,3,USD
1593001,1,5/12/2019,5/15/2019,584893,24,512,1,EUR
1593002,1,5/12/2019,5/15/2019,1882501,47,1646,3,USD
1593003,1,5/12/2019,5/15/2019,456932,22,1209,1,EUR
1594000,1,5/13/2019,5/15/2019,1842350,47,107,3,USD
1594001,1,5/13/2019,5/15/2019,1520094,59,80,2,USD
1594002,1,5/13/2019,5/15/2019,1256256,54,70,1,USD
1594003,1,5/13/2019,5/15/2019,1319657,0,1614,2,USD
1594006,1,5/13/2019,5/15/2019,494291,20,477,6,EUR
1594007,1,5/13/2019,5/15/2019,987677,0,1982,2,GBP
1594008,1,5/13/2019,5/19/2019,680259,16,458,2,EUR
1594010,1,5/13/2019,5/19/2019,1762467,63,1920,6,USD
1594011,1,5/13/2019,5/19/2019,1581888,54,1034,1,USD
1594012,1,5/13/2019,5/19/2019,135374,0,2426,2,AUD
1594013,1,5/13/2019,5/18/2019,1706433,0,421,1,USD
1594015,1,5/13/2019,5/15/2019,1599193,47,144,1,USD
1594016,1,5/13/2019,5/15/2019,1865468,55,100,1,USD
1594017,1,5/13/2019,5/15/2019,1526612,0,1636,7,USD
1594018,1,5/13/2019,5/18/2019,890089,31,50,1,EUR
1594019,1,5/13/2019,5/18/2019,574327,20,50,1,EUR
1594020,1,5/13/2019,5/18/2019,416182,22,1612,2,EUR
1594021,1,5/13/2019,5/18/2019,2079989,0,2382,9,USD
1595000,1,5/14/2019,5/21/2019,1017264,36,1423,2,GBP
1595001,1,5/14/2019,5/21/2019,1732661,49,1691,1,USD
1595002,1,5/14/2019,5/21/2019,1762467,47,114,3,USD
1595003,1,5/14/2019,5/21/2019,790269,29,1310,8,EUR
1595004,1,5/14/2019,5/21/2019,890094,33,1391,2,EUR
1595005,1,5/14/2019,5/21/2019,1868588,55,2490,2,USD
1595007,1,5/14/2019,5/21/2019,1330142,43,1123,2,USD
1595008,1,5/14/2019,5/21/2019,1071445,40,1291,3,GBP
1595009,1,5/14/2019,5/21/2019,1703670,54,1672,1,USD
1595010,1,5/14/2019,5/21/2019,1160065,0,2252,2,GBP
1595011,1,5/14/2019,5/18/2019,178133,4,96,2,AUD
1595012,1,5/14/2019,5/18/2019,67744,4,688,1,AUD
1595013,1,5/14/2019,5/18/2019,563205,0,1307,7,EUR
1595015,1,5/14/2019,5/19/2019,1996959,64,53,4,USD
1595016,1,5/14/2019,5/19/2019,1002790,40,1618,1,GBP
1595017,1,5/14/2019,5/19/2019,1259633,0,48,5,USD
1595018,1,5/14/2019,5/18/2019,906832,38,1548,8,GBP
1595019,1,5/14/2019,5/18/2019,945870,40,1077,1,GBP
1595020,1,5/14/2019,5/18/2019,1754849,0,1128,1,USD
1595021,1,5/14/2019,5/18/2019,1041871,39,1444,1,GBP
1595022,1,5/14/2019,5/18/2019,1722524,61,191,3,USD
1595023,1,5/14/2019,5/18/2019,212385,0,1108,2,CAD
1595024,1,5/14/2019,5/21/2019,1477953,57,2498,2,USD
1595026,1,5/14/2019,5/21/2019,1607584,64,1172,2,USD
1595027,1,5/14/2019,5/21/2019,1283754,63,1597,2,USD
1596000,1,5/15/2019,5/21/2019,730335,0,1451,6,EUR
1596001,1,5/15/2019,5/18/2019,1474363,53,1792,1,USD
1596002,1,5/15/2019,5/18/2019,1766951,44,947,2,USD
1596003,1,5/15/2019,5/18/2019,1261718,49,413,1,USD
1596004,1,5/15/2019,5/18/2019,1653751,50,1429,1,USD
1596005,1,5/15/2019,5/18/2019,1315208,57,1661,6,USD
1596006,1,5/15/2019,5/18/2019,1646517,45,342,2,USD
1596007,1,5/15/2019,5/18/2019,1316622,50,1718,3,USD
1596008,1,5/15/2019,5/18/2019,381830,9,1238,7,CAD
1596009,1,5/15/2019,5/18/2019,1833543,43,1546,1,USD
1596010,1,5/15/2019,5/18/2019,1586491,0,1573,3,USD
1596011,1,5/15/2019,5/19/2019,67455,4,605,8,AUD
1596012,1,5/15/2019,5/19/2019,1931525,66,61,7,USD
1596013,1,5/15/2019,5/19/2019,737815,30,41,2,EUR
1596014,1,5/15/2019,5/19/2019,482221,21,1337,6,EUR
1596015,1,5/15/2019,5/19/2019,1589958,56,459,2,USD
1596016,1,5/15/2019,5/19/2019,1010693,39,2491,3,GBP
1596017,1,5/15/2019,5/19/2019,436081,21,1823,3,EUR
1596018,1,5/15/2019,5/19/2019,1510251,66,1638,1,USD
1596019,1,5/15/2019,5/19/2019,1675004,45,1420,4,USD
1596020,1,5/15/2019,5/19/2019,971822,38,91,3,GBP
1596021,1,5/15/2019,5/19/2019,616956,18,134,1,EUR
1596023,1,5/15/2019,5/19/2019,1339651,59,1955,1,USD
1596026,1,5/15/2019,5/19/2019,1929334,64,1442,2,USD
1596027,1,5/15/2019,5/19/2019,1730391,57,1255,3,USD
1596029,1,5/15/2019,5/19/2019,808670,32,1136,3,EUR
1596030,1,5/15/2019,5/19/2019,1312078,66,1372,3,USD
1596031,1,5/15/2019,5/19/2019,522806,0,434,3,EUR
1596032,1,5/15/2019,5/18/2019,397267,0,1441,3,CAD
1596033,1,5/15/2019,5/21/2019,1999313,57,436,3,USD
1596034,1,5/15/2019,5/21/2019,74845,5,1390,4,AUD
1596035,1,5/15/2019,5/21/2019,381188,10,1538,3,CAD
1596036,1,5/15/2019,5/21/2019,1970893,43,2047,4,USD
1597000,1,5/16/2019,5/21/2019,401266,23,458,5,EUR
1597001,1,5/16/2019,5/21/2019,1395464,45,47,7,USD
1597002,1,5/16/2019,5/21/2019,1090696,38,453,1,GBP
1597003,1,5/16/2019,5/21/2019,912789,37,1719,2,GBP
1597005,1,5/16/2019,5/21/2019,374045,0,1612,3,CAD
1597006,1,5/16/2019,5/20/2019,1454163,63,1408,7,USD
1597007,1,5/16/2019,5/20/2019,1319752,0,2133,2,USD
1597008,1,5/16/2019,5/20/2019,1476356,66,660,1,USD
1597009,1,5/16/2019,5/20/2019,2050411,49,2056,3,USD
1597010,1,5/16/2019,5/20/2019,677564,13,49,3,EUR
1597012,1,5/16/2019,5/20/2019,1526835,0,1708,9,USD
1597013,1,5/16/2019,5/22/2019,1143203,42,1029,1,GBP
1597014,1,5/16/2019,5/22/2019,1684157,51,1626,3,USD
1597015,1,5/16/2019,5/22/2019,1223111,49,1611,3,USD
1597016,1,5/16/2019,5/22/2019,1123162,0,1574,1,GBP
1597018,1,5/16/2019,5/20/2019,575507,0,1512,2,EUR
1597019,1,5/16/2019,5/20/2019,1635374,0,1588,2,USD
1597020,1,5/16/2019,5/17/2019,945725,42,24,8,GBP
1597021,1,5/16/2019,5/17/2019,205762,9,423,5,CAD
1597022,1,5/16/2019,5/17/2019,785353,29,1704,1,EUR
1597023,1,5/16/2019,5/17/2019,2021353,0,458,1,USD
1597024,1,5/16/2019,5/18/2019,1853113,0,2505,9,USD
1597025,1,5/16/2019,5/22/2019,1501127,0,1816,2,USD
1597026,1,5/16/2019,5/24/2019,1579735,45,421,4,USD
1597027,1,5/16/2019,5/24/2019,1157316,0,2028,1,GBP
1597028,1,5/16/2019,5/19/2019,1488538,0,56,2,USD
1597032,1,5/16/2019,5/19/2019,1856073,51,1592,10,USD
1597033,1,5/16/2019,5/19/2019,928030,38,1765,1,GBP
1597034,1,5/16/2019,5/19/2019,525739,21,1572,4,EUR
1597035,1,5/16/2019,5/19/2019,1909198,0,626,1,USD
1597036,1,5/16/2019,5/22/2019,268628,8,452,3,CAD
1597037,1,5/16/2019,5/22/2019,312652,9,992,1,CAD
1597038,1,5/16/2019,5/22/2019,678055,0,77,3,EUR
1598000,1,5/17/2019,5/21/2019,1414241,54,1766,1,USD
1598001,1,5/17/2019,5/21/2019,1161581,40,2002,4,GBP
1598002,1,5/17/2019,5/21/2019,346689,10,64,4,CAD
1598003,1,5/17/2019,5/21/2019,1384221,0,1643,5,USD
1598004,1,5/17/2019,5/23/2019,577141,0,1984,2,EUR
1598005,1,5/17/2019,5/20/2019,1800131,50,359,1,USD
1598006,1,5/17/2019,5/20/2019,2031698,59,185,3,USD
1598008,1,5/17/2019,5/20/2019,1825107,0,78,4,USD
1598009,1,5/17/2019,5/19/2019,417551,21,1443,7,EUR
1598010,1,5/17/2019,5/19/2019,1363203,56,900,1,USD
1598011,1,5/17/2019,5/19/2019,1568944,64,1640,2,USD
1598012,1,5/17/2019,5/19/2019,1186641,37,1670,1,GBP
1598013,1,5/17/2019,5/19/2019,1688415,47,2046,3,USD
1598015,1,5/17/2019,5/19/2019,1858251,0,1425,5,USD
1598016,1,5/17/2019,5/19/2019,1230071,0,464,5,USD
1598017,1,5/17/2019,5/20/2019,1670940,0,419,1,USD
1598018,1,5/17/2019,5/20/2019,160804,0,1451,1,AUD
1598019,1,5/17/2019,5/25/2019,1657133,47,1718,1,USD
1598020,1,5/17/2019,5/25/2019,1723864,51,1524,7,USD
1598021,1,5/17/2019,5/25/2019,1650349,64,1719,1,USD
1598022,1,5/17/2019,5/25/2019,1109419,38,449,10,GBP
1598023,1,5/17/2019,5/25/2019,377487,8,1803,1,CAD
1598024,1,5/17/2019,5/25/2019,1311776,43,1828,1,USD
1598025,1,5/17/2019,5/25/2019,866074,32,441,1,EUR
1598026,1,5/17/2019,5/25/2019,1599489,45,1426,7,USD
1599001,1,5/18/2019,5/25/2019,1993577,0,1434,4,USD
1599003,1,5/18/2019,5/22/2019,1527126,43,1428,6,USD
1599005,1,5/18/2019,5/22/2019,505476,20,1616,1,EUR
1599007,1,5/18/2019,5/22/2019,1756332,63,139,2,USD
1599008,1,5/18/2019,5/22/2019,171030,5,1504,2,AUD
1599010,1,5/18/2019,5/22/2019,475105,23,1041,5,EUR
1599011,1,5/18/2019,5/22/2019,468948,0,2496,1,EUR
1599012,1,5/18/2019,5/21/2019,381188,0,1026,3,CAD
1599013,1,5/18/2019,5/21/2019,80273,0,1621,1,AUD
1599014,1,5/18/2019,5/21/2019,1907334,0,672,1,USD
1599015,1,5/18/2019,5/22/2019,2033974,0,1145,7,USD
1599016,1,5/18/2019,5/21/2019,1523366,51,423,3,USD
1599017,1,5/18/2019,5/21/2019,823079,0,1639,7,EUR
1599019,1,5/18/2019,5/22/2019,1537589,53,1624,2,USD
1599020,1,5/18/2019,5/22/2019,1983416,0,96,1,USD
1599021,1,5/18/2019,5/20/2019,1366578,0,1303,1,USD
1599022,1,5/18/2019,5/25/2019,1112974,40,696,4,GBP
1599023,1,5/18/2019,5/25/2019,1590155,49,143,1,USD
1599024,1,5/18/2019,5/25/2019,706898,30,1134,1,EUR
1599025,1,5/18/2019,5/25/2019,1912902,0,446,1,USD
1599026,1,5/18/2019,5/20/2019,701625,30,1150,1,EUR
1599027,1,5/18/2019,5/20/2019,1050975,40,427,7,GBP
1599028,1,5/18/2019,5/20/2019,2075340,45,111,2,USD
1599030,1,5/18/2019,5/20/2019,1700005,44,1431,3,USD
1599031,1,5/18/2019,5/20/2019,1481150,54,96,5,USD
1599032,1,5/18/2019,5/20/2019,524697,20,12,4,EUR
1599033,1,5/18/2019,5/20/2019,143033,5,1581,3,AUD
1599034,1,5/18/2019,5/20/2019,1096714,37,823,4,GBP
1599036,1,5/18/2019,5/20/2019,1022794,37,893,1,GBP
1599037,1,5/18/2019,5/20/2019,2081697,57,1629,1,USD
1599038,1,5/18/2019,5/20/2019,2036099,53,437,1,USD
1599039,1,5/18/2019,5/20/2019,2000732,47,1062,4,USD
1599040,1,5/18/2019,5/20/2019,726934,29,1464,2,EUR
1599041,1,5/18/2019,5/20/2019,710058,29,1235,6,EUR
1599042,1,5/18/2019,5/20/2019,1461020,0,2008,1,USD
1599043,1,5/18/2019,5/19/2019,1404845,61,520,1,USD
1599044,1,5/18/2019,5/19/2019,1397681,66,1650,6,USD
1599045,1,5/18/2019,5/19/2019,1272086,47,93,1,USD
1599046,1,5/18/2019,5/19/2019,1516541,0,440,7,USD
1599047,1,5/18/2019,5/21/2019,1694565,47,1511,3,USD
1599048,1,5/18/2019,5/21/2019,1357408,65,1705,2,USD
1600001,1,5/19/2019,5/21/2019,312652,8,322,8,CAD
1600003,1,5/19/2019,5/21/2019,1770393,61,1688,1,USD
1601003,1,5/20/2019,5/21/2019,1472731,0,113,6,USD
1601004,1,5/20/2019,5/23/2019,1856634,61,456,1,USD
1601005,1,5/20/2019,5/23/2019,1398957,56,434,1,USD
1601006,1,5/20/2019,5/23/2019,1903707,54,1592,6,USD
1601007,1,5/20/2019,5/23/2019,1284668,53,1641,7,USD
1601008,1,5/20/2019,5/23/2019,2071494,57,1520,1,USD
1601009,1,5/20/2019,5/23/2019,1551066,64,1194,1,USD
1601010,1,5/20/2019,5/23/2019,1215706,61,656,2,USD
1601011,1,5/20/2019,5/23/2019,1687187,49,1822,2,USD
1601012,1,5/20/2019,5/23/2019,166599,6,1651,3,AUD
1601013,1,5/20/2019,5/23/2019,1971806,57,426,4,USD
